-5 1.4867195147342165745E-6
-4.98999 1.4943763945831904033E-6
-4.97998 1.5132708461655836078E-6
-4.96997 1.5434028694813960823E-6
-4.95996 1.5847724645306282503E-6
-4.94995 1.6373796313132794764E-6
-4.93994 1.7012243698293500782E-6
-4.92993 1.7763066800788402677E-6
-4.91992 1.8626265620617497271E-6
-4.90991 1.9601840157780786681E-6
-4.8999 2.068979041227826879E-6
-4.88989 2.18901163841099436E-6
-4.87988 2.3202818073275815343E-6
-4.86987 2.4627895479775877668E-6
-4.85986 2.6165348603610136928E-6
-4.84985 2.7815177444778586769E-6
-4.83984 2.9577382003281231426E-6
-4.82983 3.145196227911807196E-6
-4.81982 3.3438918272289104133E-6
-4.80981 3.5538249982794332183E-6
-4.7998 3.7749957410633750814E-6
-4.78979 4.0074040555807363203E-6
-4.77978 4.2510499418315173585E-6
-4.76977 4.505933399815717455E-6
-4.75976 4.772054429533337033E-6
-4.74975 5.049413030984375881E-6
-4.73974 5.3380092041688341047E-6
-4.72973 5.637842949086711916E-6
-4.71972 5.9489142657380088914E-6
-4.70971 6.2712231541227254543E-6
-4.6997 6.6047696142408611813E-6
-4.68969 6.949553646092416284E-6
-4.67968 7.3055752496773910803E-6
-4.66967 7.672834424995784935E-6
-4.65966 8.051331172047598377E-6
-4.64965 8.441065490832830983E-6
-4.63964 8.842037381351482964E-6
-4.62963 9.254246843603554534E-6
-4.61962 9.677693877589045373E-6
-4.60961 1.0112378483307955482E-5
-4.5996 1.0558300660760285285E-5
-4.58959 1.10154604099460341456E-5
-4.57958 1.14838577308652027E-5
-4.56957 1.1963492623517790312E-5
-4.55956 1.24543650879037973E-5
-4.54955 1.2956475124023223982E-5
-4.53954 1.3469822731876069722E-5
-4.52953 1.3994407911462335155E-5
-4.51952 1.45120087786583572114E-5
-4.50951 1.5079866304819711882E-5
-4.4995 1.570014006848500716E-5
-4.48949 1.6372830069654241353E-5
-4.47948 1.709793630832741573E-5
-4.46947 1.7875458784504529444E-5
-4.45946 1.8705397498185582496E-5
-4.44945 1.9587752449370575732E-5
-4.43944 2.0522523638059508306E-5
-4.42943 2.1509711064252381487E-5
-4.41942 2.2549314727949193583E-5
-4.40941 2.3641334629149945863E-5
-4.3994 2.478577076785463748E-5
-4.38939 2.5982623144063268435E-5
-4.37938 2.7231891757775839574E-5
-4.36937 2.8533576608992350474E-5
-4.35936 2.9887677697712800711E-5
-4.34935 3.129419502393719071E-5
-4.33934 3.2753128587665520893E-5
-4.32933 3.4264478388897790836E-5
-4.31932 3.5828244427633999694E-5
-4.30931 3.744442670387414789E-5
-4.2993 3.9113025217618236692E-5
-4.28929 4.0834039968866265256E-5
-4.27928 4.260747095761823358E-5
-4.26927 4.4433318183874141243E-5
-4.25926 4.6311581647633988243E-5
-4.24925 4.824226134889777585E-5
-4.23924 5.022535728766550195E-5
-4.22923 5.2260869463937168654E-5
-4.21922 5.43385634380194545E-5
-4.20921 5.63947359933234889E-5
-4.1992 5.8605698962726268647E-5
-4.18919 6.0971452346227790352E-5
-4.17918 6.349199614382805994E-5
-4.16917 6.616733035552707149E-5
-4.15916 6.899745498132483008E-5
-4.14915 7.198237002122133147E-5
-4.13914 7.51220754752165799E-5
-4.12913 7.841657134331057029E-5
-4.11912 8.186585762550330687E-5
-4.10911 8.546993432179478626E-5
-4.0991 8.922880143218501353E-5
-4.08909 9.314245895667398191E-5
-4.07908 9.721090689526169818E-5
-4.06907 1.0143414524794815725E-4
-4.05906 1.0581217401473336252E-4
-4.04905 1.10344993195617310586E-4
-4.03904 1.1503260279060000485E-4
-4.02903 1.19875002799681441914E-4
-4.01902 1.2487219322286162517E-4
-4.00901 1.3002417406014055208E-4
-3.999 1.353309453115184632E-4
-3.98899 1.4079250697699488842E-4
-3.97898 1.464088590565700556E-4
-3.96897 1.5218000155024396983E-4
-3.95896 1.5810593445801662855E-4
-3.94895 1.6418665777988803007E-4
-3.93894 1.7037123437127568522E-4
-3.92893 1.7672880163427244729E-4
-3.91892 1.8346435669912640133E-4
-3.90891 1.9057789956583755411E-4
-3.8989 1.9806943023440589887E-4
-3.88889 2.0593894870483143899E-4
-3.87888 2.1418645497711417616E-4
-3.86887 2.22811949051254107E-4
-3.85886 2.318154309272512315E-4
-3.84885 2.4119690060510555475E-4
-3.83884 2.5095635808481706828E-4
-3.82883 2.6109380336638577886E-4
-3.81882 2.716092364498116831E-4
-3.80881 2.8250265733509478272E-4
-3.7988 2.9377406602223507768E-4
-3.78879 3.0542346251123256462E-4
-3.77878 3.1745084680208724861E-4
-3.76877 3.2985621889479912797E-4
